# #Frequency(Hz) #PhaseVelocity(m/s) #BesselOrdinat #BesselAbsis #SPACCoefficient 
6.848191909399194799e+01 7.277696743173314644e+02 8.868559718343247411e+00 -5.716240081481175489e-02 -1.179611963664228824e-16
6.878360155669078324e+01 7.366124056926963704e+02 8.800695820541070802e+00 -3.941753430705800115e-02 6.314393452555577824e-16
6.908528402007229374e+01 7.395207216138021522e+02 8.804533033570619338e+00 -4.043014280786600551e-02 9.714451465470119729e-17
6.938696648251951160e+01 7.412861011749015461e+02 8.821921137231692356e+00 -4.500551948362360027e-02 -1.040834085586084257e-16
6.968864894598921467e+01 7.513472461605108492e+02 8.741631064175626520e+00 -2.371057367460295204e-02 -6.245004513516505540e-17
6.999033140866937686e+01 7.635551946742184555e+02 8.639104776293454080e+00 3.972700094513315593e-03 -7.806255641895631925e-17
7.029201387152085090e+01 7.692743611185230748e+02 8.611838072845053205e+00 1.139537105265958639e-02 -2.688821387764050996e-16
7.059369633516263320e+01 7.729979619475620893e+02 8.607136708518526191e+00 1.267687091887290118e-02 -3.469446951953614189e-17
7.089537879687841837e+01 7.734078031069060444e+02 8.639338792821265045e+00 3.909075797187956842e-03 -2.255140518769849223e-17
7.119706126147497116e+01 7.768407936564136662e+02 8.637760778374858006e+00 4.338134636978910157e-03 1.101549407245272505e-16
7.149874372283989032e+01 7.805081019330503977e+02 8.633603961224748602e+00 5.468685357513498879e-03 1.136243876764808647e-16
7.180042618687787126e+01 7.774085330601104715e+02 8.704600548134340698e+00 -1.376312296258488770e-02 4.041905699025960530e-16
7.210210864993453583e+01 7.871624202567284101e+02 8.632860856178476539e+00 5.670839376447877646e-03 3.738329090730019288e-16
7.240379111114056343e+01 7.883084504368515582e+02 8.656378786276770043e+00 -7.194746374368685918e-04 -1.026739457343772699e-16
7.270547357765131835e+01 7.865073879041387954e+02 8.712352300058320509e+00 -1.585098030283518464e-02 -1.249000902703301108e-16
7.300715603571673284e+01 8.040495630983449473e+02 8.557634588251298524e+00 2.619031106781773491e-02 -2.810252031082427493e-16
7.330883850387641587e+01 8.019780461450212670e+02 8.615192507850737869e+00 1.048128974823530311e-02 6.245004513516505540e-17
7.361052096306889325e+01 7.969857672701368756e+02 8.704833187044034304e+00 -1.382582166550694498e-02 2.428612866367529932e-17
7.391220342649032204e+01 8.077231251919612305e+02 8.624317964405630477e+00 7.995842106533580101e-03 -2.602085213965210642e-16
7.421388589397527369e+01 8.087736848613119491e+02 8.648270947101014627e+00 1.481765811381805832e-03 -2.831936074532137582e-16
7.451556834680590669e+01 8.066689327938845508e+02 8.706083223718575681e+00 -1.416267848720289581e-02 -1.335737076502141463e-16
7.481725082451745834e+01 8.086296793504235438e+02 8.720134749725067635e+00 -1.794428002513565740e-02 -4.961309141293668290e-16
7.511893327122268715e+01 8.106489832109491545e+02 8.733487383489297429e+00 -2.152888164406317056e-02 8.673617379884035472e-17
7.542061574700981907e+01 8.106546481646291795e+02 8.768500355723846340e+00 -3.088254415989883858e-02 -3.469446951953614189e-18
7.572229820656261268e+01 8.133745913180179059e+02 8.774135003646613029e+00 -3.238110716703752889e-02 6.938893903907228378e-17
7.602398065817641282e+01 8.204824417451064846e+02 8.732778435491876934e+00 -2.133878857309055160e-02 8.673617379884035472e-17
7.632566314988466161e+01 8.217302165620779988e+02 8.754119215741370752e+00 -2.704910200081471136e-02 2.116362640691704655e-16
7.662734556900163341e+01 8.302091454419102092e+02 8.698961239779762877e+00 -1.224253562339568287e-02 1.734723475976807094e-18
7.692902808243422896e+01 8.452016536641114044e+02 8.578296141181828816e+00 2.054639422034304844e-02 3.816391647148975608e-17
7.723071050284443118e+01 8.460792253096099103e+02 8.603004026903164458e+00 1.380370671802916803e-02 1.474514954580286030e-16
7.753239298222524667e+01 8.428346412377838988e+02 8.669857085506665229e+00 -4.374036174668183112e-03 1.934216675714139910e-16
7.783407547217001365e+01 8.467926875231239592e+02 8.662909941424551619e+00 -2.491126364906046109e-03 2.675810961694224943e-16
7.813575785489091174e+01 8.520283212799603234e+02 8.643048008926662362e+00 2.900819764075212182e-03 2.753873518113181262e-16
7.843744044719964847e+01 8.548864612874078830e+02 8.647411013067786811e+00 1.715351734672950022e-03 1.290200585257750276e-16
7.873912275482035739e+01 8.683007000172679000e+02 8.546563981523767950e+00 2.921552059370917387e-02 9.714451465470119729e-17
7.904080535689035969e+01 8.733890743129537668e+02 8.529326301855638448e+00 3.392651376307447009e-02 1.873501354054951662e-16
7.934248775230770434e+01 8.609808691768736253e+02 8.685272306171816226e+00 -8.545812039036199473e-03 -9.020562075079396891e-17
7.964417015622044005e+01 8.665843273620243963e+02 8.661922399140388862e+00 -2.223334732426066399e-03 1.344410693882025498e-17
7.994585284046010543e+01 8.733365502093325858e+02 8.627509197056719259e+00 7.127117523611649352e-03 -1.838806884535415520e-16
8.024753492468964566e+01 8.760238922675730464e+02 8.633499670957339944e+00 5.497055577954209488e-03 2.168404344971008868e-16
8.054921786250343985e+01 8.835200248778793366e+02 8.592431092579536411e+00 1.668791774387725843e-02 -1.075528555105620399e-16
8.085089987631253905e+01 8.814254717303042526e+02 8.645107314255119135e+00 2.341218669832886151e-03 5.030698080332740574e-17
8.115258259591450951e+01 8.879877142009615909e+02 8.613239346421844189e+00 1.101349664575359925e-02 3.157196726277788912e-16
8.145426516887027901e+01 8.872657009162143140e+02 8.652293922570182261e+00 3.892920979480160300e-04 -2.695868701885206775e-16
8.175594703097593197e+01 8.906929718548690289e+02 8.650923181023172148e+00 7.614733294412398372e-04 -3.101902415481028186e-16
8.205763059507575008e+01 9.097502516840741009e+02 8.500958883097867513e+00 4.167735533938339565e-02 2.289834988289385365e-16
8.235931161626641028e+01 8.970368492569111822e+02 8.653136441698354275e+00 1.605616988116227272e-04 1.833927974759230750e-16
8.266099551338945162e+01 8.941884395463032433e+02 8.712498331169799215e+00 -1.589028575593138398e-02 2.949029909160572061e-16
8.296267704966184908e+01 9.096164745923773580e+02 8.595983384914749337e+00 1.571867749676984782e-02 -1.387778780781445676e-17
8.326435938637690981e+01 9.081442934953830672e+02 8.641227004156643687e+00 3.395765350555536664e-03 -4.987329993433320396e-17
8.356604345108469545e+01 9.167425093941044452e+02 8.591195417642584431e+00 1.702511589570373726e-02 1.214306433183764966e-16
8.386772273799377331e+01 9.188357467803840564e+02 8.602567625940295670e+00 1.392271596146961096e-02 8.153200337090993344e-17
8.416940954899131100e+01 9.141809046324010524e+02 8.677472829158338286e+00 -6.436180381350292169e-03 9.887923813067800438e-17
8.447108747810725049e+01 9.196661723379644400e+02 8.656632890628101151e+00 -7.884294465520299416e-04 3.459689132401244649e-16
8.477277317366169029e+01 9.291059593721493002e+02 8.599283603996415337e+00 1.481839612914786532e-02 2.255140518769849223e-17
8.507445540043904941e+01 9.333245514725804242e+02 8.590879250068365280e+00 1.711139717519785317e-02 2.116362640691704655e-16
8.537613369468522251e+01 9.207708766139807040e+02 8.738885249937233368e+00 -2.297536574693822414e-02 -3.053113317719180486e-16
8.567782523876213929e+01 9.310094334951577366e+02 8.673322202606184916e+00 -5.312562411699474699e-03 1.977584762613560088e-16
8.597949467654449052e+01 9.476461335246633553e+02 8.551057381425962944e+00 2.798757017253370241e-02 4.510281037539698445e-17
8.628119134643910115e+01 9.340743058160026067e+02 8.705742846876127317e+00 -1.407096153187497624e-02 -1.301042606982605321e-16
8.658286281523093919e+01 9.343506574223476946e+02 8.733597507091447554e+00 -2.155840717418507774e-02 1.249000902703301108e-16
8.688454783137179049e+01 9.432152715614244016e+02 8.681661506359517944e+00 -7.569441883926661570e-03 6.505213034913026604e-17
8.718624080368996943e+01 9.425237527116599949e+02 8.718198967876087835e+00 -1.742387050484896574e-02 3.400058012914541905e-16
8.748789754854672651e+01 9.451924344582093909e+02 8.723662807587244217e+00 -1.889228065930869879e-02 4.163336342344337027e-16
8.778961877029392724e+01 9.519738002803094332e+02 8.691391127854402043e+00 -1.019917076850451743e-02 -8.153200337090993344e-17
8.809125707629476665e+01 9.565194336971107987e+02 8.679808365420356608e+00 -7.068150673271858878e-03 -1.266348137463069179e-16
8.839297619887916824e+01 9.589850329989864122e+02 8.687144692558399939e+00 -9.051907579904877252e-03 -9.714451465470119729e-17
8.869464551011775200e+01 9.705410141422030392e+02 8.613003758329897508e+00 1.107769618822685050e-02 1.214306433183764966e-17
8.899630265541803453e+01 9.767252805857101521e+02 8.587577372357580785e+00 1.801255665504096146e-02 3.667205428214970198e-15
8.929805717274133769e+01 9.688733596600063720e+02 8.686525981852911471e+00 -8.884689037273367854e-03 5.221517662690189354e-16
8.959962509752183735e+01 9.640578548522677238e+02 8.759397246358490818e+00 -2.845743871676915948e-02 -6.245004513516505540e-17
8.990144374260152915e+01 9.761473625214857748e+02 8.680053628767238294e+00 -7.134504179606015670e-03 5.637851296924623057e-17
9.020300592731638289e+01 9.843257348385607202e+02 8.636808651542093429e+00 4.597048698396335835e-03 3.724435690410921040e-12
9.050474411522461082e+01 9.808512365054863267e+02 8.696396415028324611e+00 -1.155049646168559117e-02 1.169550567503563343e-14
9.080648324747484423e+01 9.892417717537776980e+02 8.651382972723791198e+00 6.366250821539318075e-04 1.079761106589395558e-09
9.110796648376772566e+01 9.877149198537388202e+02 8.693524187058770281e+00 -1.077518169457113845e-02 6.755319394147196732e-11
9.140998500604727894e+01 9.806406748343816844e+02 8.785264921065545352e+00 -3.533527427700001305e-02 -9.020562075079396891e-17
9.171125011527034587e+01 9.987188688412824149e+02 8.654669455117431909e+00 -2.555698566562845161e-04 3.619983969267844492e-04
9.201332284847690346e+01 9.999999979205331329e+02 8.672051390828068307e+00 -4.968413667499224813e-03 2.249141170865869011e-02
9.231478958127242151e+01 9.999996426577298507e+02 8.700467052031036985e+00 -1.264870051603111424e-02 1.268973572872402790e-02
9.261636020672172265e+01 9.999999999966792075e+02 8.728886304858876954e+00 -2.029471241603419962e-02 3.247835175673549624e-02
9.291858958602853136e+01 9.999999999999998863e+02 8.757370752761769239e+00 -2.791690150525732300e-02 5.272711063029431044e-02
9.321928751743216424e+01 9.999999999999988631e+02 8.785710865129196634e+00 -3.545347259094857456e-02 4.436584542158703709e-02
9.352224023382275675e+01 9.999999999999865850e+02 8.814263485975237344e+00 -4.299324908405791068e-02 3.773007257710633833e-02
9.382268732843465386e+01 9.999999999999998863e+02 8.842579957531874868e+00 -5.041204110182077869e-02 6.375623286453269145e-02
9.412512613746285695e+01 9.999999999999998863e+02 8.871084143749977002e+00 -5.781528905958531472e-02 7.247437064799724937e-02
9.442699011775533791e+01 9.999999999999998863e+02 8.899534153636086131e+00 -6.513402546578049568e-02 5.618816762896526595e-02
9.472723435035376838e+01 9.999999999999998863e+02 8.927831505898502940e+00 -7.233811998681669020e-02 9.727323656408901065e-02
9.503161506577181683e+01 9.999999999999998863e+02 8.956518712482056443e+00 -7.955914030966509953e-02 9.966436865181335647e-02
9.532968033984909084e+01 9.999999999999998863e+02 8.984610702741997912e+00 -8.654465023551348446e-02 6.687412802345203688e-02
9.563526333610863617e+01 9.999999999999998863e+02 9.013411221625325709e+00 -9.361287499487522257e-02 1.024242666071555619e-01
9.593359789572936336e+01 9.999999999999998863e+02 9.041528591449818464e+00 -1.004169458289459888e-01 1.089267470747123101e-01
9.623649834678734294e+01 9.999999999999998863e+02 9.070076286404201937e+00 -1.072224217844880007e-01 1.056351554591178771e-01
9.654198506952519665e+01 9.999999999999998863e+02 9.098867731721876240e+00 -1.139759691737504271e-01 1.193916594163067502e-01
9.683572460132219817e+01 9.999999999999998863e+02 9.126552030376746671e+00 -1.203608021741657819e-01 1.294052380958817250e-01
9.715354929925754845e+01 9.999999999999998863e+02 9.156506302461639990e+00 -1.271435024202535735e-01 1.252293758736106044e-01
9.743550872793750273e+01 9.999999999999998863e+02 9.183080352554178205e+00 -1.330470966244523545e-01 1.252303554306145594e-01
9.775672522869636794e+01 9.999999999999998863e+02 9.213354294524055632e+00 -1.396373310185571592e-01 1.549351175885236853e-01
9.807201725220630806e+01 9.999999999999998863e+02 9.243069867667882633e+00 -1.459607764752359760e-01 1.608081708571422186e-01
9.818737134624946350e+01 9.999999999999998863e+02 9.253941734900108074e+00 -1.482373407119872977e-01 1.536990649154564570e-01
9.819643717933844584e+01 9.999999999999998863e+02 9.254796169539039496e+00 -1.484154066168676123e-01 1.527010696052130689e-01
